Date,Revenue,COGS,order_count,item_count,product_count,customer_count,total_discount,total_refund,avg_delivery_days,sessions,unique_visitors,page_views,bounce_rate,day_of_week,month,year,is_weekend,promo_count,promo_avg_percentage_discount,promo_max_percentage_discount,promo_total_percentage_discount,promo_avg_fixed_discount_vnd,promo_max_fixed_discount_vnd,promo_total_fixed_discount_vnd,is_promo_day
2012-09-11,4021565.55,3264364.41,129,644,107,128,0.0,224649.09,4.615384615384615,,,,,1,9,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-09-12,3335978.29,2673690.65,108,598,87,108,0.0,27145.93,4.3,,,,,2,9,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-09-13,2609609.29,2103806.97,116,561,98,115,0.0,129551.0,4.387931034482759,,,,,3,9,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-09-14,3729228.43,2835412.27,136,694,97,136,0.0,218466.18,4.4453125,,,,,4,9,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-09-15,3605125.64,2849539.9,131,723,114,128,0.0,103189.47,4.348484848484849,,,,,5,9,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-09-16,4452012.44,3561492.95,174,844,122,173,0.0,176736.6,4.431952662721893,,,,,6,9,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-09-17,4811788.67,3932069.23,206,1027,146,206,0.0,51413.880000000005,4.347619047619047,,,,,0,9,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-09-18,5078878.07,4123200.89,181,894,117,180,0.0,237936.89,4.816666666666666,,,,,1,9,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-09-19,3680241.62,3014323.76,147,790,106,147,0.0,214771.08000000002,4.606896551724138,,,,,2,9,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-09-20,3763143.75,3080273.62,159,787,115,158,0.0,60525.13,4.483870967741935,,,,,3,9,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-09-21,3943768.14,2978697.93,148,745,112,147,0.0,149905.54,4.274647887323944,,,,,4,9,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-09-22,3872374.03,3011266.74,161,799,109,158,0.0,33344.3,4.6645962732919255,,,,,5,9,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-09-23,4118299.54,3294951.2,178,838,116,177,0.0,175875.31,4.714285714285714,,,,,6,9,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-09-24,5733263.53,4585762.62,244,1139,152,243,0.0,303136.39,4.564102564102564,,,,,0,9,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-09-25,5639897.53,4502395.62,244,1245,141,244,0.0,168283.71000000002,4.6437246963562755,,,,,1,9,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-09-26,4592282.59,3670417.04,200,954,132,198,0.0,208346.62,4.410891089108911,,,,,2,9,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-09-27,7556892.66,6017108.13,349,1744,165,344,0.0,284518.62,4.249283667621777,,,,,3,9,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-09-28,4892631.14,3884590.92,216,1107,131,216,0.0,156658.95,4.535211267605634,,,,,4,9,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-09-29,5304374.46,4170120.63,224,1186,145,223,0.0,228402.2,4.491071428571429,,,,,5,9,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-09-30,4694379.86,3812737.52,196,1015,135,193,0.0,161814.41,4.545,,,,,6,9,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-10-01,4752532.1,3764447.04,205,1018,137,203,0.0,185588.44999999998,4.348258706467662,,,,,0,10,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-10-02,3233135.78,2566510.62,104,499,88,104,0.0,116440.2,4.445544554455446,,,,,1,10,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-10-03,3515132.03,2762823.63,108,510,81,107,0.0,82565.11,4.554347826086956,,,,,2,10,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-10-04,2398137.74,1902425.74,77,371,70,75,0.0,47373.67,4.422535211267606,,,,,3,10,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-10-05,2665953.06,2064899.19,101,476,81,100,0.0,114766.59,4.422680412371134,,,,,4,10,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-10-06,2205266.94,1755004.4,80,388,68,80,0.0,50241.119999999995,4.546666666666667,,,,,5,10,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-10-07,3389598.07,2725469.75,110,584,94,108,0.0,80615.91,4.504273504273504,,,,,6,10,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-10-08,4037039.45,3285493.04,142,728,110,139,0.0,30477.869999999995,4.303448275862069,,,,,0,10,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-10-09,4298675.76,3472700.63,167,820,124,164,0.0,114005.74,4.380116959064328,,,,,1,10,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-10-10,3548716.67,2839202.59,131,698,91,131,0.0,150819.49,4.398496240601504,,,,,2,10,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-10-11,3421490.39,2765374.16,109,555,98,107,0.0,188526.63,4.603603603603603,,,,,3,10,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-10-12,2380119.87,1830898.15,94,495,87,94,0.0,79223.98,3.9893617021276597,,,,,4,10,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-10-13,2798011.44,2256579.15,125,591,90,124,0.0,64376.229999999996,4.619834710743802,,,,,5,10,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-10-14,3055629.78,2516987.32,116,616,92,116,0.0,242549.14,4.737704918032787,,,,,6,10,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-10-15,3234517.3,2632811.8,140,739,107,139,0.0,173132.14,4.7172413793103445,,,,,0,10,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-10-16,3549298.21,2763325.25,152,763,116,149,0.0,157898.34,4.441558441558442,,,,,1,10,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-10-17,3818048.0,3108682.75,134,705,111,133,0.0,95142.2,4.466165413533835,,,,,2,10,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-10-18,2909728.89,2301277.14,109,551,80,107,0.0,36376.91,4.438095238095238,,,,,3,10,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-10-19,2877379.81,2352068.71,99,499,89,98,0.0,116512.63,4.538461538461538,,,,,4,10,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-10-20,3242557.3,2647331.71,106,545,88,106,0.0,161633.47,4.438775510204081,,,,,5,10,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-10-21,2395609.91,1920246.47,114,522,91,112,0.0,24432.93,4.6,,,,,6,10,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-10-22,3596158.34,2873316.18,142,768,114,142,0.0,123330.93,4.611111111111111,,,,,0,10,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-10-23,3999141.88,3151858.27,170,865,118,169,0.0,98256.88,4.7988505747126435,,,,,1,10,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-10-24,3829179.99,3037851.31,153,774,115,151,0.0,93354.0,4.545454545454546,,,,,2,10,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-10-25,3104460.52,2528526.7,125,633,93,125,0.0,36707.729999999996,4.520325203252033,,,,,3,10,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-10-26,2138927.17,1671777.12,91,460,67,91,0.0,91589.81,4.4222222222222225,,,,,4,10,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-10-27,2816872.34,2296869.06,122,689,87,121,0.0,49987.71,4.376923076923077,,,,,5,10,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-10-28,6259883.83,5044146.85,259,1385,159,256,0.0,130668.15,4.473484848484849,,,,,6,10,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-10-29,5424539.1,4294440.71,236,1215,137,232,0.0,222019.24,4.674603174603175,,,,,0,10,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-10-30,6347274.89,5049887.71,250,1403,137,249,0.0,386295.48,4.62781954887218,,,,,1,10,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-10-31,4942677.89,3871571.88,214,1150,138,212,0.0,221239.09,4.5607476635514015,,,,,2,10,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-11-01,5536748.35,4440955.34,201,1067,144,198,0.0,235080.94,4.657004830917875,,,,,3,11,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-11-02,1936831.08,1547786.14,67,342,58,67,0.0,39796.58,4.538461538461538,,,,,4,11,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-11-03,2911848.61,2151815.97,84,433,70,84,0.0,5593.94,4.623529411764705,,,,,5,11,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-11-04,2658832.75,2131401.7,85,469,76,85,0.0,25715.22,4.317073170731708,,,,,6,11,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-11-05,3332448.46,2732792.99,129,629,100,129,0.0,142637.86,4.458333333333333,,,,,0,11,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-11-06,3439495.01,2809375.18,109,530,75,109,0.0,206246.81,4.591836734693878,,,,,1,11,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-11-07,1969815.91,1538155.1,69,344,59,68,0.0,26751.78,4.5588235294117645,,,,,2,11,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-11-08,2197716.17,1723412.77,88,440,76,87,0.0,64743.12,4.590909090909091,,,,,3,11,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-11-09,2920310.06,2308918.6,107,560,91,106,0.0,64040.07000000001,4.742857142857143,,,,,4,11,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-11-10,3124993.27,2475389.25,122,616,107,121,0.0,195375.25,4.574803149606299,,,,,5,11,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-11-11,3484874.3,2713727.18,141,719,108,136,0.0,226739.73,4.340579710144928,,,,,6,11,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-11-12,3806978.06,3077336.49,172,929,121,171,0.0,77037.44,4.702127659574468,,,,,0,11,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-11-13,3848498.06,3048755.92,149,771,102,148,0.0,42897.22,4.569536423841059,,,,,1,11,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-11-14,3213518.64,2550177.92,133,645,98,132,0.0,36677.6,4.0458015267175576,,,,,2,11,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-11-15,2996358.37,2282178.26,138,712,116,136,0.0,154268.58,4.45,,,,,3,11,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-11-16,2851503.98,2255928.16,117,571,90,116,0.0,97826.62,4.3983739837398375,,,,,4,11,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-11-17,3258479.4,2499839.57,126,652,96,123,0.0,57702.69,4.436507936507937,,,,,5,11,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-11-18,3292697.97,2632996.71,131,733,93,130,0.0,21605.35,4.223076923076923,,,,,6,11,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-11-19,4654711.93,3714724.53,168,904,123,168,0.0,64503.73,4.253086419753086,,,,,0,11,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-11-20,3532139.01,2841184.71,143,721,98,143,0.0,39794.17999999999,4.482014388489208,,,,,1,11,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-11-21,3144567.59,2465022.82,139,637,101,135,0.0,148071.43,4.345588235294118,,,,,2,11,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-11-22,2661394.83,2082526.75,108,531,86,106,0.0,74283.6,4.378640776699029,,,,,3,11,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-11-23,3625609.77,2879673.14,142,839,104,141,0.0,216790.18,4.627450980392157,,,,,4,11,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-11-24,2283866.51,1759438.38,133,675,94,133,0.0,24569.11,4.496551724137931,,,,,5,11,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-11-25,2891169.43,2288045.69,124,673,87,124,0.0,91190.05,4.796992481203008,,,,,6,11,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-11-26,3626699.25,2942841.67,180,920,107,178,0.0,149829.62,4.37037037037037,,,,,0,11,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-11-27,4703189.22,3751057.26,257,1404,129,254,0.0,153028.87,4.687732342007435,,,,,1,11,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-11-28,3980270.66,3143037.5,218,1227,112,212,0.0,232517.29,4.4375,,,,,2,11,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-11-29,3116036.61,2564940.27,176,983,86,173,0.0,84747.12000000001,4.211640211640212,,,,,3,11,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-11-30,3184691.98,2466641.44,186,1071,98,184,0.0,146677.41,4.5754716981132075,,,,,4,11,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-12-01,3064822.76,2435991.34,180,935,101,177,0.0,131318.58,4.37696335078534,,,,,5,12,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-12-02,1765509.34,1464812.23,60,321,53,60,0.0,9499.78,4.741379310344827,,,,,6,12,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-12-03,2315389.05,1807129.65,83,432,69,81,0.0,2188.65,4.670588235294118,,,,,0,12,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-12-04,2382954.42,1864688.02,105,526,99,105,0.0,100922.76000000001,4.411214953271028,,,,,1,12,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-12-05,2286277.45,1849992.69,92,439,75,90,0.0,64891.7,4.627906976744186,,,,,2,12,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
